order_id,order_date,product_id,customer_id,product_qty,product_net_revenue,tax_amount,product_gross_revenue,status
6356,2021-04-17 19:15:25,3993,63,1,326,0,326,wc-cancelled
6356,2021-04-17 19:15:25,3738,63,1,560,0,560,wc-cancelled
6356,2021-04-17 19:15:25,4093,63,1,478,0,478,wc-cancelled
6356,2021-04-17 19:15:25,3710,63,3,1620,0,1620,wc-cancelled
6357,2021-04-17 20:38:06,3145,63,1,895,0,895,wc-cancelled
6357,2021-04-17 20:38:06,2526,63,2,558,0,558,wc-cancelled
6357,2021-04-17 20:38:06,2042,63,1,279,0,279,wc-cancelled
6357,2021-04-17 20:38:06,3603,63,3,1527,0,1527,wc-cancelled
6357,2021-04-17 20:38:06,3236,63,2,"808,9",0,"808,9",wc-cancelled
6357,2021-04-17 20:38:06,916,63,1,526,0,526,wc-cancelled
6357,2021-04-17 20:38:06,3993,63,2,652,0,652,wc-cancelled
6357,2021-04-17 20:38:06,3738,63,3,1680,0,1680,wc-cancelled
6357,2021-04-17 20:38:06,3240,63,3,"1775,52",0,"1775,52",wc-cancelled
6357,2021-04-17 20:38:06,3710,63,3,1620,0,1620,wc-cancelled
6355,2021-04-17 19:15:13,5609,63,5,2495,0,2495,wc-completed
6378,2021-04-19 23:11:15,6364,57,5,2405,0,2405,wc-completed
6402,2021-04-20 21:05:42,5247,122,6,5634,0,5634,wc-completed
6402,2021-04-20 21:05:42,3150,122,5,3675,0,3675,wc-completed
6459,2021-04-21 20:27:39,5421,114,2,658,0,658,wc-completed
6459,2021-04-21 20:27:39,3282,114,1,329,0,329,wc-completed
6491,2021-04-22 14:59:55,3293,120,18,"738,72",0,"738,72",wc-completed
6491,2021-04-22 14:59:55,2530,120,16,"1039,84",0,"1039,84",wc-completed
6494,2021-04-22 15:06:53,6149,120,25,1850,0,1850,wc-completed
6494,2021-04-22 15:06:53,3293,120,9,"369,36",0,"369,36",wc-completed
6496,2021-04-22 15:15:46,2519,120,4,"399,96",0,"399,96",wc-completed
6496,2021-04-22 15:15:46,2484,120,2,198,0,198,wc-completed
6496,2021-04-22 15:15:46,2851,120,7,2373,0,2373,wc-completed
6514,2021-04-22 16:04:34,5670,120,6,"2299,68",0,"2299,68",wc-completed
6514,2021-04-22 16:04:34,2851,120,2,678,0,678,wc-completed
6525,2021-04-22 17:48:18,2663,46,30,21150,0,21150,wc-completed
6525,2021-04-22 17:48:18,6363,46,5,3370,0,3370,wc-completed
6525,2021-04-22 17:48:18,1405,46,1,1210,0,1210,wc-completed
6525,2021-04-22 17:48:18,6435,46,2,3160,0,3160,wc-completed
6525,2021-04-22 17:48:18,295,46,2,1358,0,1358,wc-completed
6554,2021-04-22 21:15:57,5670,120,7,"2682,96",0,"2682,96",wc-processing
6554,2021-04-22 21:15:57,4412,120,2,57,0,57,wc-processing
6578,2021-04-23 00:03:25,916,46,27,14202,0,14202,wc-completed
6579,2021-04-23 01:21:22,5670,119,20,"7665,6",0,"7665,6",wc-completed
6579,2021-04-23 01:21:22,2839,119,10,1990,0,1990,wc-completed
6579,2021-04-23 01:21:22,3282,119,15,4935,0,4935,wc-completed
6580,2021-04-23 13:49:38,2663,43,8,5640,0,5640,wc-completed
6582,2021-04-23 15:18:34,5670,119,10,"3832,8",0,"3832,8",wc-on-hold
7090,2021-04-23 19:48:43,3151,60,1,1245,0,1245,wc-completed
7090,2021-04-23 19:48:43,5888,60,10,4500,0,4500,wc-completed
7095,2021-04-23 20:55:47,7061,72,75,11850,0,11850,wc-completed
7095,2021-04-23 20:55:47,6392,72,5,1750,0,1750,wc-completed
7095,2021-04-23 20:55:47,5844,72,50,6750,0,6750,wc-completed
7095,2021-04-23 20:55:47,5732,72,49,3675,0,3675,wc-completed
7095,2021-04-23 20:55:47,5687,72,20,1760,0,1760,wc-completed
7194,2021-04-26 23:06:16,3282,75,20,6580,0,6580,wc-completed
7194,2021-04-26 23:06:16,5004,75,20,6980,0,6980,wc-completed
7194,2021-04-26 23:06:16,2042,75,25,6975,0,6975,wc-completed
7194,2021-04-26 23:06:16,3590,75,25,7975,0,7975,wc-completed
7195,2021-04-26 23:27:32,3604,68,2,1138,0,1138,wc-completed
7233,2021-04-27 18:52:38,7210,72,39,6123,0,6123,wc-completed
7277,2021-04-27 22:39:52,2316,126,4,1472,0,1472,wc-completed
7277,2021-04-27 22:39:52,2042,126,6,1674,0,1674,wc-completed
7277,2021-04-27 22:39:52,2526,126,3,837,0,837,wc-completed
7277,2021-04-27 22:39:52,3711,126,6,1950,0,1950,wc-completed
7277,2021-04-27 22:39:52,5004,126,4,1396,0,1396,wc-completed
7277,2021-04-27 22:39:52,2851,126,4,1356,0,1356,wc-completed
7277,2021-04-27 22:39:52,1235,126,5,1295,0,1295,wc-completed
7277,2021-04-27 22:39:52,5670,126,2,"766,56",0,"766,56",wc-completed
7312,2021-04-28 18:23:21,3282,72,63,20727,0,20727,wc-completed
7312,2021-04-28 18:23:21,5421,72,24,7896,0,7896,wc-completed
7312,2021-04-28 18:23:21,2851,72,87,29493,0,29493,wc-completed
7312,2021-04-28 18:23:21,2718,72,4,5196,0,5196,wc-completed
7312,2021-04-28 18:23:21,1476,72,9,6615,0,6615,wc-completed
7312,2021-04-28 18:23:21,3052,72,10,6590,0,6590,wc-completed
7312,2021-04-28 18:23:21,7212,72,1,420,0,420,wc-completed
7312,2021-04-28 18:23:21,6462,72,1,345,0,345,wc-completed
7312,2021-04-28 18:23:21,6461,72,1,345,0,345,wc-completed
7312,2021-04-28 18:23:21,6460,72,2,690,0,690,wc-completed
7312,2021-04-28 18:23:21,5423,72,2,900,0,900,wc-completed
7312,2021-04-28 18:23:21,5422,72,2,900,0,900,wc-completed
7328,2021-04-28 20:52:30,3993,63,50,16300,0,16300,wc-completed
7328,2021-04-28 20:52:30,3994,63,10,9170,0,9170,wc-completed
7328,2021-04-28 20:52:30,5951,63,50,25450,0,25450,wc-completed
7403,2021-04-29 16:14:21,3604,129,40,23200,0,23200,wc-completed
7463,2021-04-30 20:02:39,7323,40,31,9362,0,9362,wc-completed
7647,2021-05-03 19:24:40,7324,72,35,7350,0,7350,wc-completed
7647,2021-05-03 19:24:40,7210,72,11,1727,0,1727,wc-completed
7647,2021-05-03 19:24:40,7322,72,2,588,0,588,wc-completed
7647,2021-05-03 19:24:40,7321,72,2,482,0,482,wc-completed
7647,2021-05-03 19:24:40,7326,72,2,480,0,480,wc-completed
7647,2021-05-03 19:24:40,7325,72,8,1520,0,1520,wc-completed
7647,2021-05-03 19:24:40,3577,72,20,"1099,8",0,"1099,8",wc-completed
7647,2021-05-03 19:24:40,3530,72,10,"549,9",0,"549,9",wc-completed
7647,2021-05-03 19:24:40,6446,72,20,1060,0,1060,wc-completed
7739,2021-05-04 19:00:12,3576,60,1,1249,0,1249,wc-cancelled
7739,2021-05-04 19:00:12,5686,60,22,8734,0,8734,wc-cancelled
7739,2021-05-04 19:00:12,6391,60,10,5990,0,5990,wc-cancelled
7739,2021-05-04 19:00:12,7396,60,30,11580,0,11580,wc-cancelled
7739,2021-05-04 19:00:12,6436,60,15,10185,0,10185,wc-cancelled
7739,2021-05-04 19:00:12,5421,60,41,13489,0,13489,wc-cancelled
7739,2021-05-04 19:00:12,5690,60,50,9950,0,9950,wc-cancelled
7739,2021-05-04 19:00:12,3080,60,1,1520,0,1520,wc-cancelled
7746,2021-05-04 19:39:24,7709,61,5,3495,0,3495,wc-completed
7761,2021-05-04 20:32:15,7709,94,5,3495,0,3495,wc-completed
7762,2021-05-04 20:33:12,7709,94,5,3495,0,3495,wc-cancelled
7763,2021-05-04 20:33:40,7709,94,5,3495,0,3495,wc-cancelled
7764,2021-05-04 20:34:05,7709,94,5,3495,0,3495,wc-cancelled
7825,2021-05-05 19:17:50,3576,72,1,1249,0,1249,wc-cancelled
7825,2021-05-05 19:17:50,5686,72,22,8734,0,8734,wc-cancelled
7825,2021-05-05 19:17:50,6391,72,10,5990,0,5990,wc-cancelled
7825,2021-05-05 19:17:50,7396,72,30,11580,0,11580,wc-cancelled
7825,2021-05-05 19:17:50,7416,72,20,5100,0,5100,wc-cancelled
7825,2021-05-05 19:17:50,6436,72,15,10185,0,10185,wc-cancelled
7825,2021-05-05 19:17:50,5421,72,50,17200,0,17200,wc-cancelled
7825,2021-05-05 19:17:50,5690,72,40,7960,0,7960,wc-cancelled
7825,2021-05-05 19:17:50,3080,72,1,1520,0,1520,wc-cancelled
7851,2021-05-05 22:16:40,5731,132,1,252,0,252,wc-cancelled
7859,2021-05-05 23:12:56,2042,66,10,2780,0,2780,wc-completed
7868,2021-05-06 13:57:57,7238,129,20,5200,0,5200,wc-completed
7868,2021-05-06 13:57:57,7451,129,25,11725,0,11725,wc-completed
7886,2021-05-06 15:11:48,3254,130,42,22932,0,22932,wc-cancelled
7907,2021-05-06 20:03:15,7396,72,80,30880,0,30880,wc-completed
7907,2021-05-06 20:03:15,2838,72,140,47880,0,47880,wc-completed
7907,2021-05-06 20:03:15,3282,72,185,63640,0,63640,wc-completed
7907,2021-05-06 20:03:15,5421,72,170,58480,0,58480,wc-completed
7907,2021-05-06 20:03:15,2316,72,98,36162,0,36162,wc-completed
7907,2021-05-06 20:03:15,5843,72,30,18900,0,18900,wc-completed
7907,2021-05-06 20:03:15,6174,72,20,9900,0,9900,wc-completed
7909,2021-05-06 22:15:43,5609,130,50,24900,0,24900,wc-cancelled
7910,2021-05-06 22:24:34,7709,44,5,3495,0,3495,wc-completed
7911,2021-05-06 22:24:57,7709,44,5,3495,0,3495,wc-cancelled
7912,2021-05-06 22:25:57,7709,44,5,3495,0,3495,wc-cancelled
7914,2021-05-06 22:49:40,7350,130,30,21270,0,21270,wc-on-hold
7914,2021-05-06 22:49:40,5609,130,50,24900,0,24900,wc-on-hold
7947,2021-05-07 15:29:07,1959,72,8,7432,0,7432,wc-completed
7955,2021-05-07 17:16:46,7709,129,5,3495,0,3495,wc-cancelled
7956,2021-05-07 17:17:13,7709,129,5,3495,0,3495,wc-cancelled
7978,2021-05-07 17:18:45,7709,129,5,3495,0,3495,wc-completed
8055,2021-05-07 20:17:18,3980,133,2,458,0,458,wc-cancelled
8055,2021-05-07 20:17:18,2526,133,4,1128,0,1128,wc-cancelled
8055,2021-05-07 20:17:18,2042,133,3,834,0,834,wc-cancelled
