user_id,user_registered,user_status,billing_city,billing_country,billing_state
115,2021-03-03 20:43:50,0,,,
116,2021-03-03 20:47:46,0,Kendal Hill,BB,Christ Church
117,2021-03-03 20:50:03,0,,,
118,2021-03-03 20:50:48,0,,,
119,2021-03-03 20:52:45,0,San Pedro Sula,HN,Cortes
120,2021-03-03 20:53:16,0,San Salvador,SV,
121,2021-03-03 20:53:46,0,MIAMI,US,FL
122,2021-03-03 20:54:19,0,,,
123,2021-03-03 20:54:48,0,cuenca ecuador,EC,azuay
124,2021-03-03 20:56:39,0,,,
125,2021-03-03 20:57:07,0,,,
128,2021-03-03 21:01:16,0,,,
129,2021-03-03 21:01:49,0,Hialeah,US,FL
131,2021-03-03 21:03:29,0,Las Piedras,UY,Canelones
133,2021-03-03 21:04:31,0,CORDOBA,AR,
134,2021-03-03 21:07:29,0,Doral,US,FL
135,2021-03-03 21:08:32,0,MIAMI,US,FL
136,2021-03-03 21:09:03,0,,,
137,2021-03-03 21:10:20,0,,,
138,2021-03-03 21:11:08,0,,EC,
140,2021-03-03 21:12:19,0,,,
141,2021-03-03 21:12:51,0,,,
142,2021-03-03 21:13:36,0,,,
143,2021-03-03 21:14:44,0,,,
144,2021-03-03 21:15:21,0,Miami,US,FL
145,2021-03-03 21:16:06,0,,,
146,2021-03-03 23:17:01,0,,,
148,2021-03-04 14:28:15,0,ROSARIO,AR,S
149,2021-03-04 14:53:51,0,MIAMI,US,FL
152,2021-03-04 15:03:28,0,Salta,AR,A
153,2021-03-04 20:09:00,0,,,
155,2021-03-04 22:46:26,0,,,
156,2021-03-04 23:01:00,0,,,
158,2021-03-04 23:13:58,0,,,
159,2021-03-04 23:33:48,0,,,
160,2021-03-04 23:43:41,0,,,
161,2021-03-04 23:46:14,0,,,
164,2021-03-08 16:50:36,0,Quito,EC,
165,2021-03-08 18:59:06,0,SACRAMENTO,US,CA
167,2021-03-09 17:03:31,0,MIAMI,US,FL
168,2021-03-09 19:04:59,0,,,
169,2021-03-09 19:23:15,0,,,
170,2021-03-09 20:24:32,0,santa cruz de la sierra,BO,BO-S
174,2021-03-10 22:24:16,0,MIAMI,US,FL
177,2021-03-11 19:12:09,0,Sunny isles,US,FL
181,2021-03-11 22:09:35,0,,,
186,2021-03-15 16:40:45,0,SANTO DOMINGO,DO,
188,2021-03-15 22:02:49,0,,,
190,2021-03-15 22:32:18,0,,,
191,2021-03-16 14:44:53,0,rosario,AR,S
192,2021-03-16 15:26:22,0,Lima,PE,LIM
193,2021-03-16 17:58:00,0,La Paz,BO,L
195,2021-03-18 18:21:03,0,,,
198,2021-03-18 20:41:34,0,,,
199,2021-03-19 17:34:21,0,,,
200,2021-03-22 18:42:02,0,,,
201,2021-03-23 02:17:36,0,Lima,PE,
203,2021-03-24 14:39:18,0,,,
204,2021-03-24 17:13:29,0,,,
206,2021-04-05 14:02:31,0,,,
207,2021-04-05 16:39:24,0,,,
208,2021-04-05 20:47:33,0,Montevideo,UY,UY-MO
209,2021-04-06 16:05:58,0,ASUNCION,PY,PY-ASU
210,2021-04-06 17:58:21,0,,,
213,2021-04-09 15:32:01,0,doral,US,FL
215,2021-04-09 16:06:48,0,,,
216,2021-04-13 14:44:22,0,MAR DEL PLATA,AR,B
217,2021-04-13 23:25:35,0,,,
220,2021-04-19 18:19:17,0,Quito,EC,Pichincha
222,2021-04-20 20:15:35,0,,,
228,2021-04-23 13:32:19,0,,,
229,2021-04-24 15:09:21,0,,,
231,2021-04-27 14:35:42,0,Quito,EC,EC-P
232,2021-04-27 16:21:43,0,,AW,
234,2021-04-27 17:22:42,0,Tacna,PE,TAC
235,2021-04-27 17:24:34,0,Montevideo,UY,Montevideo
236,2021-04-27 19:52:00,0,DORAL,US,FL
238,2021-04-28 13:16:17,0,Cornwall,US,NY
239,2021-04-28 15:38:05,0,,,
240,2021-04-29 02:31:34,0,,,
241,2021-04-29 14:50:45,0,Miami,US,FL
242,2021-04-29 15:44:38,0,Montevideo,UY,Montevideo
243,2021-04-29 16:05:53,0,,,
244,2021-04-30 15:46:45,0,,,
245,2021-04-30 16:01:50,0,,,
246,2021-05-02 20:45:15,0,Toa Baja,US,FL
247,2021-05-03 17:52:28,0,MIAMI,US,FL
251,2021-05-06 19:32:39,0,Miami,EC,Florida
256,2021-05-07 20:31:27,0,,,
257,2021-05-07 20:49:49,0,,,
260,2021-05-10 21:15:31,0,,,PARAGUAY
261,2021-05-12 09:18:52,0,,,
263,2021-05-13 18:45:58,0,,,
266,2021-05-14 17:58:39,0,Rosario,AR,S
268,2021-05-14 22:12:55,0,,,
269,2021-05-16 03:10:30,0,,,
276,2021-05-17 14:05:27,0,rosario,AR,S
281,2021-05-17 16:13:05,0,Roslyn,US,NY
282,2021-05-17 16:57:14,0,,,
283,2021-05-18 10:13:33,0,Lima,PE,LIM
286,2021-05-18 12:46:39,0,,,
287,2021-05-18 13:45:39,0,AREQUIPA,PE,ARE
289,2021-05-19 09:18:44,0,,,
290,2021-05-19 12:17:05,0,,,
292,2021-05-19 12:48:00,0,,,
293,2021-05-19 12:57:37,0,,,
294,2021-05-19 13:01:19,0,,,
295,2021-05-19 13:07:46,0,,,
296,2021-05-19 13:09:24,0,,,
297,2021-05-19 13:25:02,0,,,
298,2021-05-19 13:29:55,0,,,
299,2021-05-19 14:05:44,0,,,
300,2021-05-19 14:18:09,0,lima,PE,LIM
303,2021-05-19 19:58:39,0,,,
312,2021-05-24 07:42:12,0,,,
313,2021-05-24 09:32:07,0,Buenos aires,AR,B
316,2021-05-25 10:50:11,0,,,
318,2021-05-25 12:08:27,0,,,
319,2021-05-25 15:14:08,0,,,
321,2021-05-26 13:28:36,0,,,
322,2021-05-26 16:00:48,0,Houston,US,TX
323,2021-05-26 21:36:29,0,Santa Cruz,BO,S
327,2021-05-27 14:28:25,0,,,
328,2021-05-27 15:07:29,0,MIAMI,US,FL
329,2021-05-27 15:44:30,0,,,
332,2021-05-28 20:53:09,0,,,
334,2021-05-28 18:50:16,0,,,
337,2021-05-29 18:28:31,0,quilmes,AR,B
338,2021-05-30 00:24:18,0,,,
339,2021-05-30 22:43:12,0,LAUREL,US,DE
343,2021-06-01 07:51:54,0,Ciudad del este,PY,PY-10
344,2021-06-01 09:22:57,0,Ssntodomingo,DO,DO-01
345,2021-06-01 10:26:31,0,Medellin,CO,Antioquia
346,2021-06-01 15:42:59,0,,,
347,2021-06-01 13:20:19,0,Ciudad Autónoma de Buenos Aires,AR,C
348,2021-06-02 03:42:38,0,Melrose,US,
349,2021-06-02 11:58:42,0,Doral,US,FL
351,2021-06-02 19:26:50,0,,,
353,2021-06-02 22:18:10,0,MIAMI,US,AL
355,2021-06-04 02:47:13,0,Pueblo Nuevo - Chincha,PE,ICA
356,2021-06-04 10:41:56,0,Rosario,AR,S
357,2021-06-04 11:14:29,0,doral,US,AL
359,2021-06-04 17:23:42,0,CUENCA,EC,AZUAY
360,2021-06-05 21:12:23,0,Fernando de la Mora,PY,PY-11
361,2021-06-06 08:49:13,0,Mayaguez,PR,PR
362,2021-06-06 12:21:28,0,Uberlândia,BR,AC
363,2021-06-07 00:23:10,0,AMBATO,EC,Tungurahua
364,2021-06-07 08:58:34,0,TACNA,PE,TAC
367,2021-06-07 15:53:09,0,,,
368,2021-06-07 13:42:16,0,Irvine,US,AL
369,2021-06-07 15:14:45,0,QUITO,EC,PICHINCHA
370,2021-06-08 10:09:12,0,Ciudad del Este,PY,PY-10
372,2021-06-08 16:42:31,0,Ambato,EC,Pichincha
374,2021-06-08 22:26:46,0,La Vega,DO,DO-01
376,2021-06-09 11:14:28,0,CABA,AR,C
378,2021-06-09 17:07:56,0,Cordoba,AR,X
379,2021-06-09 20:18:01,0,Dallas,US,TX
380,2021-06-10 12:04:06,0,DORAL,US,FL
381,2021-06-10 12:41:21,0,Barquisimeto,VE,Lara
382,2021-06-10 13:26:01,0,EAST MEADOW,US,NY
383,2021-06-10 15:10:35,0,Hollywood,US,FL
384,2021-06-10 15:10:50,0,Miami,US,AL
385,2021-06-10 15:57:09,0,miami,US,AL
386,2021-06-10 16:18:32,0,CABA,AR,C
388,2021-06-11 00:10:27,0,Barceloneta,PR,Puerto Rico
389,2021-06-13 06:07:09,0,LIMA,PE,
390,2021-06-14 10:40:43,0,COTA,CO,CUNDINAMARCA
391,2021-06-14 10:48:40,0,PLANTATION,US,FL
392,2021-06-14 11:22:38,0,santa fe,AR,S
393,2021-06-14 11:48:00,0,Rosario,AR,S
394,2021-06-14 13:01:22,0,rosario,AR,S
395,2021-06-14 16:16:05,0,La calera,AR,X
396,2021-06-14 18:21:29,0,Latacunga,EC,Cotopaxi
397,2021-06-15 11:40:08,0,LAUDERDALE LAKES,US,FL
398,2021-06-15 12:25:38,0,LIMA,PE,CAL
400,2021-06-15 15:18:01,0,MEDELLÍN,CO,ANTIOQUIA
402,2021-06-15 15:56:28,0,doral,US,FL
403,2021-06-16 10:30:02,0,MONTEVIDEO,UY,MONTEVIDEO
404,2021-06-16 15:20:01,0,DORAL,US,FL
405,2021-06-16 15:36:27,0,Lima,PE,CAL
406,2021-06-16 19:05:54,0,Boca Raton,US,AL
407,2021-06-17 09:39:32,0,MIAMI,US,AL
409,2021-06-17 13:18:45,0,Pueblo Nuevo - Chincha,PE,ICA
410,2021-06-17 15:10:20,0,Johannesburg,ZA,GP
411,2021-06-17 15:28:57,0,Klerksdorp,ZA,NW
412,2021-06-18 10:28:48,0,capiata,PY,PY-11
413,2021-06-18 14:16:07,0,New Jersey,US,
414,2021-06-18 14:18:08,0,Warren,US,AL
415,2021-06-18 14:33:15,0,Brooklyn,US,
416,2021-06-18 14:37:31,0,Managua,NI,NI-MN
418,2021-06-18 17:28:13,0,Montevideo,UY,Montevideo
419,2021-06-18 18:54:33,0,Sucre,BO,B
420,2021-06-18 18:58:18,0,Lagos,NG,LA
421,2021-06-19 10:15:24,0,Shaejah,AE,Sharjah
422,2021-06-19 10:32:57,0,Jhb,ZA,
423,2021-06-19 12:08:57,0,Johannesburg,ZA,EC
424,2021-06-19 16:16:18,0,South Africa,ZA,EC
425,2021-06-19 21:24:38,0,Santa Cruz de la sierra - Bolivia,BO,B
426,2021-06-20 02:14:36,0,Johanessburg,ZA,GP
427,2021-06-20 08:11:52,0,Johannesburg,ZA,EC
428,2021-06-20 16:43:32,0,Cary,US,NC
429,2021-06-21 01:06:06,0,Carrizo Springs,US,
430,2021-06-21 10:59:13,0,Pretoria,ZA,
431,2021-06-21 15:26:21,0,Brooklyn,US,NY
433,2021-06-22 10:57:18,0,Quezon City,PH,00
434,2021-06-22 11:47:05,0,Ciudad Autonoma de Buenos Aires,AR,C
435,2021-06-22 12:19:30,0,Cochabamba,BO,C
436,2021-06-22 12:54:57,0,Santiago,CL,RM
437,2021-06-22 16:47:11,0,Bridgewater,US,AL
438,2021-06-22 17:42:34,0,La Paz,BO,L
439,2021-06-22 22:36:48,0,Sabta cruz,BO,S
440,2021-06-23 07:54:54,0,Mayberry,ZA,
441,2021-06-23 12:58:23,0,Doral,US,AL
442,2021-06-23 14:09:24,0,Medellin,CO,Antioquia
443,2021-06-23 14:56:52,0,Watertown,HT,Massachusetts
444,2021-06-23 15:22:15,0,Quito,EC,Picchincha
445,2021-06-23 16:11:36,0,Nairobi,KE,KE30
446,2021-06-23 17:44:37,0,kempton,ZA,EC
447,2021-06-23 19:01:37,0,Valencia,VE,Carabobo
448,2021-06-23 19:29:55,0,"Obregón, sonora",MX,DF
449,2021-06-24 00:03:51,0,Laredo,US,TX
450,2021-06-24 05:30:58,0,Bulawayo,ZW,Zimbabwe
451,2021-06-24 07:26:27,0,Germistorn,ZA,
452,2021-06-25 00:39:04,0,Lima,PE,LIM
453,2021-06-25 12:39:01,0,Oruro,BO,O
454,2021-06-25 12:54:49,0,Linden,US,NJ
455,2021-06-25 15:07:43,0,MIAMI,US,AL
456,2021-06-25 17:31:47,0,Bogotá,CO,Cundinamarca
457,2021-06-25 17:49:42,0,Princeton Junction,US,NJ
458,2021-06-25 19:09:06,0,oruro,BO,B
459,2021-06-26 03:21:38,0,St.Peter,BB,W.I
460,2021-06-26 07:13:58,0,Potosí,BO,P
461,2021-06-26 21:50:33,0,Cochabamba,BO,C
462,2021-06-27 00:35:53,0,La Paz,BO,BO-L
463,2021-06-27 14:50:28,0,cipolletti,AR,C
464,2021-06-27 22:15:00,0,La Paz,BO,L
465,2021-06-27 22:47:53,0,La Paz,BO,L
466,2021-06-28 11:01:02,0,DORAL,US,
467,2021-06-28 11:03:09,0,DORAL,US,
468,2021-06-28 15:13:02,0,Cordoba,AR,X
469,2021-06-28 15:31:41,0,Port au prince,HT,Port au prince
470,2021-06-28 16:11:33,0,Bolivia,BO,B
471,2021-06-28 16:20:06,0,La Paz,BO,L
472,2021-06-28 21:26:39,0,Trinidad,CU,Sancti Spiritus
473,2021-06-29 00:01:51,0,calicut,IN,KL
474,2021-06-29 10:55:58,0,Doral,US,FL
475,2021-06-29 11:22:36,0,Donna,US,TX
476,2021-06-29 12:31:04,0,Dubai,AE,Dubai
477,2021-06-29 12:57:20,0,La Paz,BO,
478,2021-06-29 13:25:58,0,La Paz,BO,L
479,2021-06-29 22:06:06,0,Oruro,BO,O
480,2021-06-30 10:10:41,0,La Paz,BO,L
481,2021-06-30 15:38:01,0,Buenos Aires,AR,C
482,2021-07-01 15:41:49,0,Nairobi,KE,KE30
483,2021-07-01 12:13:51,0,Santa Cruz de la Sierra,BO,B
484,2021-07-01 14:01:26,0,LIMA,PE,CAL
485,2021-07-01 14:18:33,0,mexico,MX,DF
486,2021-07-01 17:11:19,0,Miami,US,FL
487,2021-07-01 17:32:48,0,cordoba,AR,X
488,2021-07-01 22:21:58,0,Cochabamba,BO,C
489,2021-07-02 01:25:48,0,Udaipur,IN,AP
490,2021-07-02 10:56:13,0,Male,MV,Kaafu
491,2021-07-02 15:01:45,0,Esperanza,AR,S
492,2021-07-02 16:32:34,0,lima,PE,LIM
493,2021-07-03 07:00:48,0,La Paz,BO,L
494,2021-07-03 10:01:35,0,Germiston,ZA,GP
495,2021-07-03 23:35:22,0,Doral,US,AL
496,2021-07-04 22:59:23,0,Bogotá DC,CO,Cundinamarca
497,2021-07-05 12:27:15,0,Ciudad Autonoma de Buenos Aires Argentina,AR,C
498,2021-07-05 12:57:08,0,Dubai,AE,Dubai
499,2021-07-05 19:25:00,0,Johannesburg,ZA,EC
500,2021-07-06 09:46:50,0,Miami,US,FL
501,2021-07-06 10:52:09,0,La Paz,BO,B
502,2021-07-06 14:45:52,0,la libertad,SV,San SAlvador
503,2021-07-06 15:52:47,0,Santa Cruz,BO,B
504,2021-07-06 17:27:04,0,santiago,CL,santiago
505,2021-07-06 18:42:42,0,la paz,BO,L
506,2021-07-07 10:08:21,0,GUAYAQUIL,EC,GUAYAQUIL
507,2021-07-07 10:37:04,0,plantation,US,FL
508,2021-07-07 12:18:42,0,Maracaibo,VE,Zulia
509,2021-07-07 12:33:05,0,Chicago,US,AL
510,2021-07-07 16:49:47,0,Haedo,AR,B
511,2021-07-08 11:55:05,0,Albertsdal,ZA,GP
512,2021-07-08 13:59:24,0,LIMA,PE,
513,2021-07-08 14:34:27,0,Chihuahua,MX,DF
515,2021-07-08 16:10:22,0,Miami,US,CA
516,2021-07-08 18:19:55,0,MIAMI,US,FL
517,2021-07-08 19:29:19,0,MONTEVIDEO,UY,MONTEVIDEO
518,2021-07-09 01:09:10,0,Ciudad Autónoma de Buenos Aires,AR,C
519,2021-07-09 04:47:41,0,Johannesburg,ZA,
520,2021-07-09 05:37:55,0,Birmingham,GB,Birmingham
521,2021-07-09 09:54:59,0,"Las condes, Santiago",CL,Metropolitana
522,2021-07-09 10:25:42,0,"Mbare East , Harare",ZW,00263
523,2021-07-09 12:04:06,0,Mafatsana,ZA,
524,2021-07-09 13:06:42,0,LIMA,PE,LIM
525,2021-07-09 13:44:35,0,YopaL,CO,
526,2021-07-09 14:14:57,0,Yopal,CO,Meta
527,2021-07-09 14:41:53,0,La Paz,BO,B
528,2021-07-09 15:06:42,0,Karachi,PK,SD
529,2021-07-09 16:11:36,0,Miami,US,FL
530,2021-07-09 18:58:48,0,Santa Cruz,BO,S
531,2021-07-10 12:25:56,0,Tegucigalpa,HN,FM
532,2021-07-10 17:44:59,0,Accra,GH,AA
533,2021-07-11 05:16:54,0,Dubai,AE,Shaikh Musalam
534,2021-07-11 09:29:37,0,tegucigalpa,HN,Tegucigalpa
535,2021-07-12 06:49:19,0,Cochabamba,BO,C
536,2021-07-12 10:21:23,0,Luanda,AO,
537,2021-07-12 12:25:14,0,Washington,US,AL
538,2021-07-12 14:20:18,0,Soweto,ZA,
539,2021-07-12 15:52:54,0,Woburn,US,MA
540,2021-07-12 23:53:08,0,ocho rios,JM,JM-06
541,2021-07-13 10:04:46,0,DELAWARE,US,FL
542,2021-07-13 10:29:24,0,Miami,US,FL
545,2021-07-13 13:12:07,0,CARACAS,VE,DISTRITO CAPITAL
546,2021-07-13 13:12:51,0,La Victoria,PE,LMA
547,2021-07-13 13:33:13,0,Miami,US,FL
548,2021-07-13 13:55:18,0,Asuncion,PY,PY-ASU
549,2021-07-13 22:22:09,0,Valparaíso,CL,Valparaíso
551,2021-07-14 23:19:52,0,miami,US,FL
552,2021-07-15 07:26:43,0,CARACAS,VE,VE-A
553,2021-07-15 08:01:49,0,Vallegrande,BO,B
554,2021-07-15 15:30:37,0,Miami,US,FL
555,2021-07-15 16:26:53,0,santa cruz,BO,S
556,2021-07-16 10:56:35,0,Santa Cruz,BO,S
557,2021-07-16 11:13:07,0,SAN SALVADOR,SV,San Salvador
559,2021-07-16 11:35:05,0,Guatemala,GT,GT-GU
560,2021-07-16 13:04:40,0,Antiguo Cuscatlán,SV,La libertad
561,2021-07-16 13:08:45,0,Miami,US,FL
563,2021-07-16 14:03:51,0,Guatemala,GT,AV
564,2021-07-16 14:58:11,0,SAN SALVADOR,SV,San Salvador
565,2021-07-16 17:12:44,0,Chalchuapa,SV,SV-SA
566,2021-07-17 10:11:54,0,Guatemala,GT,AV
567,2021-07-18 00:57:41,0,Guatemala,GT,GU
570,2021-07-19 14:02:16,0,,,
574,2021-07-20 17:09:52,0,Miami,US,FL
575,2021-07-20 21:57:26,0,,,
576,2021-07-20 18:28:48,0,Doral,US,FL
577,2021-07-20 21:06:30,0,Santa cruz,BZ,Santa cruz
578,2021-07-21 10:22:00,0,ZEBULON,US,FL
579,2021-07-21 14:23:11,0,DORAL,US,FL
580,2021-07-21 16:13:30,0,Quito,EC,
582,2021-07-22 10:06:37,0,GUAYAQUIL,EC,Guayas
584,2021-07-23 11:07:51,0,Miami,US,FL
585,2021-07-23 17:57:46,0,,,
586,2021-07-23 17:58:18,0,,GT,
587,2021-07-23 18:02:43,0,,,
588,2021-07-23 14:37:37,0,TEGUCIGALPA,HN,Francisco Morazan
589,2021-07-23 19:55:32,0,,,
590,2021-07-23 15:57:50,0,Fort Wayne,US,IN
591,2021-07-23 16:53:08,0,SANTO DOMINGO,DO,DO-01
592,2021-07-23 21:26:44,0,,,
593,2021-07-24 16:53:16,0,MIAMI,US,
594,2021-07-24 16:59:57,0,MIAMI,US,FL
595,2021-07-25 12:11:50,0,Dubai,AE,Dubai
596,2021-07-26 06:25:03,0,damascus,SY,
597,2021-07-26 11:54:16,0,bahia blanca,AR,B
598,2021-07-26 16:02:36,0,Lima,PE,
599,2021-07-26 16:47:46,0,SAN SALVADOR,SV,EL SALVADOR
600,2021-07-26 22:14:13,0,COMAS,PE,LIM
601,2021-07-27 12:03:04,0,Santa Cruz,BO,S
605,2021-07-27 19:24:23,0,,,
606,2021-07-27 15:47:02,0,La Paz,BO,L
607,2021-07-28 10:58:15,0,Lagos,NG,LA
608,2021-07-28 13:39:49,0,Tigard,US,AL
609,2021-07-28 14:43:50,0,Quito,EC,Pichincha
610,2021-07-28 20:47:18,0,Lima,PE,LIM
611,2021-07-29 11:35:45,0,Mocache- Los Rios,EC,EC-G
612,2021-07-29 14:36:52,0,Corozal,CO,
614,2021-07-29 15:44:11,0,Miami,US,NJ
615,2021-07-29 17:10:26,0,Wilmington,US,DE
616,2021-07-29 18:05:48,0,General Baldissera,AR,C
617,2021-07-29 18:30:52,0,NUEVA ESPERANZA,AR,G
618,2021-07-29 20:31:38,0,Corrientes,AR,C
619,2021-07-29 21:26:21,0,London,GB,London
620,2021-07-29 21:30:20,0,Quito,EC,pichincha
621,2021-07-30 07:29:25,0,Bernal,AR,B
622,2021-07-30 09:04:34,0,Villa Dolores,AR,X
623,2021-07-30 11:56:47,0,Miami,US,FL
624,2021-07-30 12:00:00,0,Formosa,AR,
625,2021-07-30 12:16:39,0,San jerónimo Antioquia,CO,Antioquia
626,2021-07-30 12:49:03,0,El Palomar,AR,C
627,2021-07-30 13:12:09,0,Panama,PA,Chiriqui
628,2021-07-30 16:13:38,0,Neuquén,AR,Q
629,2021-07-30 16:52:44,0,Panamá city,PA,Casado
630,2021-07-30 16:54:11,0,Machala,EC,Casado
631,2021-07-30 17:43:45,0,Distrito Central MDC,HN,Francisco morazan
632,2021-07-30 18:07:06,0,guayaquil,EC,GUAYAQUIL
633,2021-07-30 18:37:49,0,Chetumal,MX,QR
634,2021-07-31 02:02:19,0,Tehuacán,MX,PU
635,2021-07-31 07:10:37,0,Castelar,AR,B
636,2021-07-31 08:24:03,0,"Oaxaca, Mexico",MX,OA
637,2021-07-31 09:48:14,0,Panamá,US,FL
638,2021-07-31 15:50:21,0,25 de mayo,AR,
639,2021-07-31 18:41:34,0,La Dorada,CO,Caldas
640,2021-07-31 23:09:25,0,El Paso,US,AL
641,2021-08-01 00:37:55,0,Colombia,CO,Bogotá DC.
642,2021-08-01 02:53:35,0,Santa marta,CO,Magdalena
643,2021-08-01 10:56:06,0,Villanueva,CO,Casanare
644,2021-08-01 10:57:42,0,Tres isletas,AR,H
645,2021-08-01 12:50:25,0,Bogotá,CO,Cundinamarca
646,2021-08-01 16:20:19,0,Tejupilco,MX,
647,2021-08-01 17:43:36,0,Ciudad de México,MX,DF
648,2021-08-01 18:26:03,0,Barranquilla,CO,Atlántico
649,2021-08-01 18:48:38,0,Cali,CO,Cali
650,2021-08-01 21:13:58,0,La chorrera,PA,Panama oeste
651,2021-08-01 21:59:54,0,Panama,PA,Panama
652,2021-08-01 22:28:20,0,Comitán de Domínguez,MX,CS
653,2021-08-01 22:35:15,0,Cartagena,CO,Soltero
654,2021-08-02 12:31:42,0,Bolivia,BO,L
655,2021-08-02 13:32:33,0,Bogotá,CO,Cundinamarca
656,2021-08-02 13:47:28,0,Bogotá,CO,Bogotá D.C.
657,2021-08-02 14:27:21,0,Laredo,US,TX
658,2021-08-02 15:16:07,0,BARRANQUILLA,CO,Atlantico
659,2021-08-02 20:06:14,0,,,
660,2021-08-02 16:11:37,0,Guatemala,GT,GU
661,2021-08-02 16:23:28,0,Zapopan,MX,
662,2021-08-02 17:22:56,0,Bogotá,CO,Cundinamarca
663,2021-08-02 18:05:59,0,CABA,AR,C
664,2021-08-02 19:57:02,0,San Francisco del Monte de Oro,AR,D
665,2021-08-02 19:58:36,0,Cotija,MX,MI
666,2021-08-03 14:45:00,0,Lakewood,US,AL
667,2021-08-03 15:43:35,0,Santo Domingo,DO,DO-01
668,2021-08-03 17:41:22,0,Asuncion,PY,PY-ASU
669,2021-08-03 22:00:25,0,Baguio City,PH,BEN
670,2021-08-03 23:28:36,0,LERDO,MX,DG
671,2021-08-04 05:52:06,0,Dubai,AE,Dubai
672,2021-08-04 09:07:11,0,Panama,PA,
673,2021-08-04 10:38:15,0,Salta,AR,
674,2021-08-04 11:01:45,0,Guatemala,GT,QZ
675,2021-08-04 11:04:01,0,Facatativa,CO,Cundinamarca
676,2021-08-04 11:29:33,0,Doral,EC,Imbabura
677,2021-08-04 11:33:18,0,Ciudad de Guatemala,GT,GU
678,2021-08-04 12:24:16,0,Santo Domingo,EC,
679,2021-08-04 15:05:01,0,Celaya,MX,GT
680,2021-08-04 15:51:21,0,Miami,AR,S
681,2021-08-04 16:38:23,0,Toluca,MX,DF
682,2021-08-04 19:57:22,0,La plata,CO,
683,2021-08-04 21:41:55,0,Kathmandu,NP,BAG
684,2021-08-04 22:34:13,0,CABA,AR,B
685,2021-08-04 22:48:42,0,MEDELLIN,CO,medellin
686,2021-08-04 23:18:16,0,GUAYAQUIL,EC,GUAYAS
687,2021-08-05 02:59:13,0,kowloon,HK,HONG
689,2021-08-05 09:02:13,0,Puerto Madryn,AR,U
690,2021-08-05 10:55:23,0,Barranquilla,CO,Barranquilla
691,2021-08-05 22:56:41,0,Arraijan,PA,Panama Oeste
692,2021-08-06 00:17:03,0,Córdoba,AR,X
693,2021-08-06 01:01:22,0,Dubai,AE,UAE
694,2021-08-06 07:37:10,0,Panama,PA,Panama
